,cell_type,sex,race,count,percentage
422,mucosal invariant T cell,female,European,35,2.8022866659193904e-05
423,plasmablast,female,European,21,1.6813719995516342e-05
424,conventional dendritic cell,female,European,6,4.8039199987189546e-06
425,CD14-positive monocyte,female,European,166,0.00013290845329789108
426,innate lymphoid cell,female,European,1,8.006533331198258e-07
427,"CD14-low, CD16-positive monocyte",female,European,73,5.844769331774728e-05
428,double negative thymocyte,female,European,10,8.006533331198258e-06
429,hematopoietic precursor cell,female,European,4,3.202613332479303e-06
430,peripheral blood mononuclear cell,female,European,2,1.6013066662396515e-06
431,erythrocyte,female,European,2,1.6013066662396515e-06
432,platelet,female,European,4,3.202613332479303e-06
433,natural killer cell,female,European,449,0.0003594933465708018
434,"CD4-positive, alpha-beta T cell",female,European,1,8.006533331198258e-07
435,plasmacytoid dendritic cell,female,European,13,1.0408493330557734e-05
436,memory B cell,female,European,148,0.00011849669330173422
437,naive B cell,female,European,187,0.00014972217329340743
438,gamma-delta T cell,female,European,30,2.4019599993594774e-05
439,regulatory T cell,female,European,119,9.527774664125927e-05
440,transitional stage B cell,female,European,103,8.246729331134206e-05
441,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,1279,0.0010240356130602573
442,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,398,0.00031866002658169064
443,"central memory CD4-positive, alpha-beta T cell",female,European,1353,0.0010832839597111244
444,"effector memory CD4-positive, alpha-beta T cell",female,European,178,0.000142516293295329
445,"central memory CD8-positive, alpha-beta T cell",female,European,88,7.045749331454467e-05
446,"effector memory CD8-positive, alpha-beta T cell",female,European,492,0.00039392143989495427
447,"CD4-positive, alpha-beta cytotoxic T cell",female,European,28,2.2418293327355123e-05
448,"CD16-negative, CD56-bright natural killer cell, human",female,European,44,3.5228746657272335e-05
449,mucosal invariant T cell,female,European,61,4.883985332030937e-05
450,plasmablast,female,European,26,2.081698666111547e-05
451,conventional dendritic cell,female,European,26,2.081698666111547e-05
452,CD14-positive monocyte,female,European,224,0.00017934634661884098
453,innate lymphoid cell,female,European,2,1.6013066662396515e-06
454,"CD14-low, CD16-positive monocyte",female,European,23,1.8415026661755993e-05
455,double negative thymocyte,female,European,6,4.8039199987189546e-06
456,hematopoietic precursor cell,female,European,9,7.205879998078432e-06
457,peripheral blood mononuclear cell,female,European,1,8.006533331198258e-07
458,erythrocyte,female,European,1,8.006533331198258e-07
459,dendritic cell,female,European,1,8.006533331198258e-07
460,natural killer cell,female,European,210,0.0001681371999551634
461,plasmacytoid dendritic cell,female,European,2,1.6013066662396515e-06
462,memory B cell,female,European,15,1.2009799996797387e-05
463,naive B cell,female,European,106,8.486925331070153e-05
464,gamma-delta T cell,female,European,20,1.6013066662396517e-05
465,regulatory T cell,female,European,12,9.607839997437909e-06
466,transitional stage B cell,female,European,33,2.642155999295425e-05
467,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,329,0.0002634149465964227
468,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,186,0.0001489215199602876
469,"central memory CD4-positive, alpha-beta T cell",female,European,350,0.000280228666591939
470,"effector memory CD4-positive, alpha-beta T cell",female,European,27,2.1617639994235298e-05
471,"central memory CD8-positive, alpha-beta T cell",female,European,19,1.521241332927669e-05
472,"effector memory CD8-positive, alpha-beta T cell",female,European,36,2.882351999231373e-05
473,"CD4-positive, alpha-beta cytotoxic T cell",female,European,9,7.205879998078432e-06
474,"CD16-negative, CD56-bright natural killer cell, human",female,European,11,8.807186664318084e-06
475,mucosal invariant T cell,female,European,14,1.1209146663677561e-05
476,plasmablast,female,European,1,8.006533331198258e-07
477,conventional dendritic cell,female,European,1,8.006533331198258e-07
478,CD14-positive monocyte,female,European,6,4.8039199987189546e-06
479,innate lymphoid cell,female,European,1,8.006533331198258e-07
480,"CD14-low, CD16-positive monocyte",female,European,8,6.405226664958606e-06
481,hematopoietic precursor cell,female,European,3,2.4019599993594773e-06
482,platelet,female,European,1,8.006533331198258e-07
483,natural killer cell,female,European,227,0.00018174830661820044
484,"CD8-positive, alpha-beta T cell",female,European,1,8.006533331198258e-07
485,plasmacytoid dendritic cell,female,European,3,2.4019599993594773e-06
486,memory B cell,female,European,73,5.844769331774728e-05
487,naive B cell,female,European,212,0.00016973850662140307
488,gamma-delta T cell,female,European,62,4.96405066534292e-05
489,regulatory T cell,female,European,66,5.28431199859085e-05
490,transitional stage B cell,female,European,68,5.444442665214815e-05
491,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,643,0.000514820093196048
492,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,302,0.00024179730660218738
493,"central memory CD4-positive, alpha-beta T cell",female,European,590,0.0004723854665406972
494,"effector memory CD4-positive, alpha-beta T cell",female,European,72,5.764703998462746e-05
495,"central memory CD8-positive, alpha-beta T cell",female,European,71,5.684638665150763e-05
496,"effector memory CD8-positive, alpha-beta T cell",female,European,702,0.0005620586398501177
497,"CD4-positive, alpha-beta cytotoxic T cell",female,European,29,2.321894666047495e-05
498,"CD16-negative, CD56-bright natural killer cell, human",female,European,30,2.4019599993594774e-05
499,mucosal invariant T cell,female,European,16,1.2810453329917212e-05
500,plasmablast,female,European,7,5.604573331838781e-06
501,conventional dendritic cell,female,European,12,9.607839997437909e-06
502,CD14-positive monocyte,female,European,56,4.4836586654710246e-05
503,innate lymphoid cell,female,European,3,2.4019599993594773e-06
504,"CD14-low, CD16-positive monocyte",female,European,46,3.6830053323511986e-05
505,double negative thymocyte,female,European,2,1.6013066662396515e-06
506,hematopoietic precursor cell,female,European,1,8.006533331198258e-07
507,erythrocyte,female,European,1,8.006533331198258e-07
508,platelet,female,European,1,8.006533331198258e-07
509,natural killer cell,female,European,353,0.0002826306265912985
510,"CD8-positive, alpha-beta T cell",female,European,2,1.6013066662396515e-06
511,plasmacytoid dendritic cell,female,European,5,4.003266665599129e-06
512,memory B cell,female,European,74,5.924834665086711e-05
513,naive B cell,female,European,253,0.0002025652932793159
514,gamma-delta T cell,female,European,134,0.00010728754663805666
515,regulatory T cell,female,European,60,4.803919998718955e-05
516,transitional stage B cell,female,European,44,3.5228746657272335e-05
517,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,1339,0.0010720748130474468
518,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,224,0.00017934634661884098
519,"central memory CD4-positive, alpha-beta T cell",female,European,461,0.0003691011865682397
520,"effector memory CD4-positive, alpha-beta T cell",female,European,61,4.883985332030937e-05
521,"central memory CD8-positive, alpha-beta T cell",female,European,35,2.8022866659193904e-05
522,"effector memory CD8-positive, alpha-beta T cell",female,European,521,0.00041714038655542925
523,"CD4-positive, alpha-beta cytotoxic T cell",female,European,46,3.6830053323511986e-05
524,"CD16-negative, CD56-bright natural killer cell, human",female,European,10,8.006533331198258e-06
525,mucosal invariant T cell,female,European,29,2.321894666047495e-05
526,plasmablast,female,European,9,7.205879998078432e-06
527,conventional dendritic cell,female,European,13,1.0408493330557734e-05
528,CD14-positive monocyte,female,European,31,2.48202533267146e-05
529,innate lymphoid cell,female,European,1,8.006533331198258e-07
530,"CD14-low, CD16-positive monocyte",female,European,15,1.2009799996797387e-05
531,double negative thymocyte,female,European,2,1.6013066662396515e-06
532,hematopoietic precursor cell,female,European,4,3.202613332479303e-06
533,platelet,female,European,9,7.205879998078432e-06
534,natural killer cell,female,European,514,0.00041153581322359045
535,"CD4-positive, alpha-beta T cell",female,European,1,8.006533331198258e-07
536,"CD8-positive, alpha-beta T cell",female,European,1,8.006533331198258e-07
537,plasmacytoid dendritic cell,female,European,7,5.604573331838781e-06
538,memory B cell,female,European,189,0.00015132347995964706
539,naive B cell,female,European,327,0.000261813639930183
540,gamma-delta T cell,female,European,133,0.00010648689330493683
541,regulatory T cell,female,European,120,9.60783999743791e-05
542,transitional stage B cell,female,European,138,0.00011049015997053596
543,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,1361,0.001089689186376083
544,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,632,0.0005060129065317299
545,"central memory CD4-positive, alpha-beta T cell",female,European,1314,0.001052058479719451
546,"effector memory CD4-positive, alpha-beta T cell",female,European,147,0.00011769603996861439
547,"central memory CD8-positive, alpha-beta T cell",female,European,97,7.76633733126231e-05
548,"effector memory CD8-positive, alpha-beta T cell",female,European,540,0.00043235279988470594
549,"CD4-positive, alpha-beta cytotoxic T cell",female,European,63,5.044115998654903e-05
550,"CD16-negative, CD56-bright natural killer cell, human",female,European,32,2.5620906659834424e-05
551,mucosal invariant T cell,female,European,32,2.5620906659834424e-05
552,plasmablast,female,European,10,8.006533331198258e-06
553,conventional dendritic cell,female,European,14,1.1209146663677561e-05
554,CD14-positive monocyte,female,European,150,0.00012009799996797386
555,"CD14-low, CD16-positive monocyte",female,European,78,6.245095998334641e-05
556,double negative thymocyte,female,European,3,2.4019599993594773e-06
557,hematopoietic precursor cell,female,European,8,6.405226664958606e-06
558,peripheral blood mononuclear cell,female,European,1,8.006533331198258e-07
559,platelet,female,European,5,4.003266665599129e-06
560,dendritic cell,female,European,1,8.006533331198258e-07
561,natural killer cell,female,European,346,0.0002770260532594597
562,"CD4-positive, alpha-beta T cell",female,European,6,4.8039199987189546e-06
563,"CD8-positive, alpha-beta T cell",female,European,3,2.4019599993594773e-06
564,plasmacytoid dendritic cell,female,European,4,3.202613332479303e-06
565,memory B cell,female,European,127,0.00010168297330621787
566,naive B cell,female,European,333,0.000266617559928902
567,gamma-delta T cell,female,European,85,6.80555333151852e-05
568,regulatory T cell,female,European,95,7.606206664638344e-05
569,transitional stage B cell,female,European,120,9.60783999743791e-05
570,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,1089,0.0008719114797674902
571,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,205,0.0001641339332895643
572,"central memory CD4-positive, alpha-beta T cell",female,European,1341,0.0010736761197136864
573,"effector memory CD4-positive, alpha-beta T cell",female,European,137,0.00010968950663741613
574,"central memory CD8-positive, alpha-beta T cell",female,European,90,7.205879998078431e-05
575,"effector memory CD8-positive, alpha-beta T cell",female,European,548,0.0004387580265496645
576,"CD4-positive, alpha-beta cytotoxic T cell",female,European,21,1.6813719995516342e-05
577,"CD16-negative, CD56-bright natural killer cell, human",female,European,36,2.882351999231373e-05
578,mucosal invariant T cell,female,European,21,1.6813719995516342e-05
579,plasmablast,female,European,99,7.926467997886275e-05
580,conventional dendritic cell,female,European,16,1.2810453329917212e-05
581,CD14-positive monocyte,female,European,186,0.0001489215199602876
582,innate lymphoid cell,female,European,3,2.4019599993594773e-06
583,"CD14-low, CD16-positive monocyte",female,European,41,3.2826786657912856e-05
584,double negative thymocyte,female,European,5,4.003266665599129e-06
585,hematopoietic precursor cell,female,European,7,5.604573331838781e-06
586,erythrocyte,female,European,1,8.006533331198258e-07
587,platelet,female,European,28,2.2418293327355123e-05
588,natural killer cell,female,European,645,0.0005164213998622876
589,"CD4-positive, alpha-beta T cell",female,European,4,3.202613332479303e-06
